cluster.index,componentindex,merge
8433,1408,X780.2_5.9
21870,-1,X780.2_8.7
25909,-1,X780.9_4.9
7207,-1,X781.2_4.8
5488,205,X781.3_5.5
9474,448,X781.4_6.2
9516,-1,X781.9_3.6
20142,-1,X782_4.8
8405,-1,X782.1_5.3
8784,-1,X782.2_3.4
8409,1408,X782.2_5.4
11981,-1,X782.5_6
2963,-1,X782.5_7.9
15156,-1,X782.6_9.6
12246,-1,X782.7_3.6
14897,443,X783.3_6.4
28174,443,X783.8_6.5
8267,-1,X784.1_3
1525,493,X784.2_5.2
3853,938,X785.2_5.1
14185,-1,X785.3_6.8
5311,-1,X785.3_7.6
10896,265,X785.4_8.5
11853,493,X786.2_5.1
16909,-1,X786.2_5.4
3508,-1,X786.6_4.3
15942,-1,X786.9_6.1
12105,-1,X787.1_4.3
15405,675,X787.2_4.8
15337,18,X787.2_6.4
10487,220,X787.4_8
10475,-1,X788.2_6.4
10511,-1,X788.5_4
9844,1500,X788.5_6.7
16230,-1,X788.5_7.7
12713,248,X788.9_5.3
19133,-1,X789_4
15455,1500,X789_6.4
3243,-1,X789.4_8.5
14654,-1,X790.1_8.4
25988,-1,X790.3_6.8
9791,-1,X790.3_8
11895,378,X790.3_8.8
12368,-1,X791.5_3.9
12735,-1,X792.2_3.9
13395,-1,X792.5_3.8
20072,-1,X792.9_4
8984,-1,X793.4_3.9
6104,174,X793.6_8.5
10654,-1,X793.8_3.4
20143,174,X793.8_7.9
2762,-1,X793.9_3.6
18776,-1,X794.1_3.9
10452,-1,X794.4_5
7699,-1,X795.3_5.3
20113,448,X795.3_6.6
12630,-1,X795.9_8.1
19331,-1,X796_4.1
26485,-1,X796.2_6.4
12249,-1,X796.7_3.7
24743,-1,X797.1_1.9
12587,-1,X797.1_3.7
4129,-1,X797.1_3.9
1718,-1,X797.7_3.9
22634,-1,X797.9_2.9
14625,-1,X798.9_5.8
14403,-1,X799.3_6.4
3294,83,X800.2_5.3
18825,-1,X800.4_6.3
5599,-1,X800.4_7.5
30371,-1,X800.4_7.8
3310,-1,X800.4_8.3
21150,-1,X800.5_2.2
29628,-1,X800.8_2.5
23768,700,X801_5.5
11139,-1,X801.3_8.1
5464,-1,X801.6_8.2
22209,-1,X802.2_5.3
6944,706,X802.4_6.4
7358,-1,X802.6_6.1
18214,-1,X802.9_8.1
3803,223,X803.2_4.2
4018,-1,X803.3_6.7
9362,-1,X803.5_7
17501,-1,X803.7_5.2
8718,-1,X804_4
5542,-1,X804.2_5.3
5759,-1,X805.2_5.8
6259,254,X805.2_6.4
6123,-1,X805.4_3.7
18368,254,X805.7_6.4
6248,-1,X805.7_8.3
12635,-1,X805.8_5.6
6016,-1,X806_3.7
7243,-1,X806.9_5.7
3720,448,X807.2_6.9
16389,-1,X807.5_3.8
7992,-1,X808_3.9
17603,-1,X808_5.7
14223,-1,X808.4_7.6
5594,448,X809.2_6.9
5690,1144,X809.4_6.4
19426,650,X809.4_8.2
3074,-1,X809.8_3.9
15463,-1,X809.9_7.2
13474,-1,X810.4_4
9364,-1,X811.7_6.6
14976,577,X811.7_7.8
7072,-1,X812_4.8
13381,760,X812.3_5.1
18907,133,X812.4_6.5
24234,-1,X813.1_6.7
8246,-1,X813.2_3.4
8266,-1,X813.4_4
10678,1444,X813.4_4.7
9015,-1,X813.8_3.5
9231,1444,X814_4.7
10694,-1,X814.1_7.6
20209,639,X814.5_6.2
5511,-1,X815.1_5.8
1123,700,X815.6_5.8
28301,-1,X816.2_3.6
7051,1270,X816.3_7.3
6730,706,X816.4_6.5
7299,706,X816.4_6.9
16144,-1,X817.1_4
23849,1270,X817.1_7.3
4068,-1,X817.2_3.6
21148,-1,X817.5_2
21149,-1,X817.5_2.2
10509,254,X818.2_7.1
21925,639,X818.5_6.6
24166,-1,X818.7_6
17979,-1,X818.9_5
20413,-1,X819.3_7.8
10975,-1,X819.6_8
12276,-1,X820.1_3.9
9912,-1,X820.4_6.5
10004,-1,X820.4_8.6
12893,-1,X820.6_3.3
22706,-1,X820.6_4.1
30308,254,X820.6_6.9
4063,-1,X821.2_3.8
8650,-1,X821.3_6
4050,448,X821.4_7.1
3998,1144,X821.4_8.3
8853,-1,X821.8_3.8
4262,-1,X822_3.6
9736,-1,X822.1_5.8
4573,937,X822.2_6.1
14577,-1,X822.2_7.6
30257,-1,X822.6_5.9
29240,493,X822.7_6.4
21909,-1,X822.8_6.1
8994,-1,X823_5
9221,-1,X823.1_4.7
20069,-1,X823.4_5.6
7470,-1,X824.2_5.5
1399,-1,X824.4_7.9
13050,448,X825.3_5.6
20236,-1,X825.6_7.1
6204,-1,X826.3_3.3
13315,-1,X827.1_6
8205,-1,X827.1_6.9
5405,133,X827.6_7.4
10276,-1,X828.4_7.8
14952,378,X828.4_8.7
23991,-1,X828.6_5.9
9653,-1,X828.8_6.1
13226,-1,X829.1_4.3
18886,-1,X829.2_5.9
17773,557,X830.4_4.7
16187,-1,X831.2_7
5193,639,X832.1_7.1
26590,-1,X832.2_5.8
3335,-1,X832.4_5.4
8259,-1,X833_5.4
24126,-1,X833.1_5.9
15050,-1,X833.8_3.7
691,-1,X834.3_5.1
23422,-1,X834.7_4.3
13287,-1,X834.8_5.1
4434,639,X835.5_6.9
10960,-1,X836.1_3.7
20540,-1,X836.6_2.7
7279,-1,X836.6_4.3
17253,448,X837.7_6.8
8095,-1,X838.3_6.8
10505,-1,X838.5_4.8
17086,-1,X838.7_6.1
18777,937,X838.9_5.8
8030,-1,X839_3.5
10693,-1,X839_5
9847,-1,X839.4_8.1
9881,-1,X839.6_6.5
4746,-1,X840.4_8
29616,-1,X840.5_1.7
17742,706,X841.5_6.3
19522,-1,X841.5_6.8
4535,58,X841.5_7.2
20149,-1,X842.1_6.1
5160,639,X842.5_7.1
29774,-1,X842.5_7.3
4911,-1,X842.5_7.6
21133,-1,X842.6_5.9
19150,-1,X843.5_3.6
15512,-1,X843.5_4.5
6434,-1,X844.1_5.4
17607,-1,X844.2_6.2
10899,-1,X844.3_9.4
8252,-1,X844.4_8.3
3948,-1,X845.3_4.2
3527,-1,X845.5_5.5
14660,-1,X845.5_6.1
15730,-1,X845.9_5.8
3562,-1,X846_6.1
4813,-1,X846.4_5.7
10034,-1,X846.5_6.2
14252,-1,X846.9_5.8
11274,-1,X847.1_4.3
6613,363,X847.2_6.1
17632,-1,X847.9_6
12089,-1,X848.3_5.3
6750,-1,X848.4_4.7
9906,-1,X848.5_6.6
3326,-1,X848.8_4.6
24044,-1,X848.9_4.3
21617,-1,X849.1_5.9
11969,-1,X849.2_4.7
18010,639,X849.4_7.3
18025,639,X849.4_7.6
19248,-1,X849.8_5.9
13183,-1,X851.1_5.9
16933,-1,X851.6_3.3
17456,1058,X851.6_9
13372,-1,X852.8_3.4
24545,-1,X852.8_5.9
15981,-1,X852.9_4.2
10809,-1,X853.1_5.1
12551,-1,X853.4_5.7
20750,-1,X853.5_2.7
20535,-1,X853.6_2.7
8027,-1,X853.7_4.2
8312,-1,X854.3_4.3
17693,-1,X854.3_5.9
5241,-1,X854.3_9
3657,-1,X854.8_4.3
17257,-1,X855_4
5208,-1,X855.2_4.3
6084,706,X855.3_6.1
30047,-1,X856.2_9
2871,-1,X856.5_8.1
18060,-1,X856.9_6.7
30182,-1,X857.5_1.6
21621,-1,X858.7_2.8
8345,-1,X859_5.9
20867,-1,X859.5_1.1
20976,-1,X859.6_9
23854,-1,X860.1_1.1
3312,-1,X860.5_4.7
20383,-1,X860.9_3
12527,315,X861_4.9
2908,236,X861.4_8.9
18241,-1,X862_5
19449,28,X862.3_6.6
25053,-1,X862.4_3.2
15443,-1,X862.5_3.9
15663,-1,X862.9_3.4
9145,-1,X863.9_3.4
26468,-1,X864.3_7.6
11145,-1,X864.4_8.4
19438,-1,X864.9_6.2
21282,-1,X865.1_2.7
22606,-1,X865.4_7
7462,1122,X865.4_7.5
7321,-1,X865.5_4.7
21241,-1,X865.6_3.3
3329,-1,X865.9_4.7
20709,-1,X866.2_3.4
20691,1122,X866.2_6.8
20501,1122,X866.5_6.8
10672,-1,X866.9_3.4
26016,-1,X867.6_3.4
11206,-1,X869.2_8.3
27665,-1,X869.3_2.7
8836,1122,X869.3_6.8
10162,1122,X869.8_6.7
3331,-1,X870.8_4.7
9319,-1,X871.4_4.6
21132,511,X871.4_8.4
14065,378,X872.4_8.7
17014,378,X872.4_9
21466,378,X872.4_9.5
9913,-1,X873.3_7
9852,130,X873.4_7.3
16163,-1,X873.5_6.1
3672,-1,X873.6_4
16224,-1,X874.1_5
16250,378,X874.4_8.8
11109,30,X874.5_8.5
10719,-1,X875.6_9.5
4370,315,X875.8_5.1
6892,891,X876.4_8
22454,-1,X876.5_4.5
20389,-1,X877.4_6.9
12906,-1,X877.5_2.8
1531,-1,X877.5_7.8
7221,-1,X878_4.8
16798,-1,X878_8.5
9846,-1,X878.3_6.3
30386,-1,X878.5_8.6
22127,-1,X878.9_5
18862,-1,X879_6
9109,-1,X879.2_4.7
13435,-1,X879.3_5.1
6118,-1,X879.6_3.8
15339,942,X879.6_7.9
15342,942,X879.6_8.7
6203,-1,X879.8_4.9
13457,-1,X879.9_3.3
950,-1,X880.1_5.3
3968,-1,X881_4.6
3714,1122,X881.3_6.6
3824,-1,X881.5_8.4
4196,-1,X881.6_5.2
19978,-1,X881.9_6.8
14298,-1,X882_1.8
9918,1315,X882.6_6.8
12760,-1,X882.9_5.3
3680,-1,X883.2_6.1
16339,1151,X884.5_8.5
8999,-1,X884.7_3.8
15441,-1,X884.8_6.2
19637,-1,X885_5.5
3421,-1,X885.1_4.1
5013,-1,X885.1_5.8
3760,-1,X885.1_8.5
14477,-1,X885.5_8.5
16214,-1,X885.5_8.7
8403,-1,X885.9_4.2
5377,-1,X886.3_8.7
21813,-1,X886.5_3.7
8297,-1,X886.6_4.1
3353,58,X886.6_8.3
18659,121,X886.7_6.8
27638,-1,X887_6.1
13981,-1,X887.8_3.3
3333,121,X888.1_6.7
15338,-1,X888.3_9.5
7116,-1,X888.8_6.3
17313,45,X890.3_8.4
24373,-1,X890.3_8.8
19995,-1,X891.1_5.3
12132,961,X891.3_5
17395,174,X891.6_9.5
13046,398,X892.4_6.9
4749,2485,X892.7_8.5
28176,-1,X893.2_6.1
3726,1462,X893.4_6.7
4840,174,X893.6_9.5
8329,-1,X893.9_4
8318,-1,X894.2_6.7
18211,-1,X894.5_8.5
18864,-1,X894.6_3.7
8298,-1,X894.7_4
11127,-1,X894.7_8.7
22665,-1,X894.8_3.4
10586,-1,X895.1_3.7
16940,-1,X895.2_8.6
14357,-1,X895.3_2.4
9947,-1,X895.7_7.2
1148,-1,X896.1_5.2
9898,493,X896.2_6.2
19468,305,X896.3_8
17482,-1,X896.6_5.2
17981,58,X896.6_7.6
6989,-1,X896.7_8.1
20145,-1,X897_5.2
15956,-1,X897.4_5.2
11880,-1,X898.4_5.3
15969,378,X898.6_8.3
1601,-1,X899.2_5.4
9939,130,X899.5_7.6
9495,58,X899.7_8.7
14100,-1,X899.8_3.3
13848,-1,X900_6.7
24187,-1,X900.6_5.4
5784,-1,X901.1_5.4
13203,121,X901.5_7
13263,-1,X902.4_5.2
8111,-1,X902.4_6.6
4170,-1,X903_5.3
7329,469,X903.1_6.2
7465,469,X903.1_7.6
3626,-1,X903.6_8.7
4399,-1,X904_5.9
10197,174,X904.2_8
13887,912,X904.2_8.4
8554,121,X905_6.7
7153,1122,X906.4_6.7
11294,-1,X906.8_8.4
8031,236,X907.5_7.6
21077,-1,X907.7_3.3
21375,-1,X907.7_5.2
4218,-1,X907.9_5.7
23102,236,X908.4_8.9
16856,-1,X908.5_8.6
16912,-1,X908.9_3.4
17025,-1,X909.4_3.4
20283,-1,X909.6_5.5
9541,-1,X910.2_5.6
3151,-1,X910.5_8
18215,30,X910.6_7.7
5403,-1,X911_6.8
8013,-1,X911.3_7.4
19975,-1,X911.6_6.7
23922,-1,X911.7_8.8
10562,-1,X912.2_4.7
17410,-1,X912.3_9.1
3800,-1,X912.8_4.6
6155,213,X913.2_8.5
20154,-1,X913.5_5.3
6653,-1,X913.5_8.3
9535,-1,X913.6_6.8
24178,-1,X913.8_9.5
6405,-1,X914_4.3
11590,-1,X914.1_5.2
8856,25,X914.3_6.8
11697,45,X914.3_8.6
4186,45,X914.5_7.7
9407,-1,X914.5_8
3892,62,X914.9_6.9
14532,-1,X915_4.7
29772,45,X915.7_7.8
6604,-1,X915.9_6.9
28225,-1,X916.3_9.5
9545,-1,X916.4_5.8
2812,-1,X916.4_8.7
11114,-1,X916.5_9
8188,58,X916.6_6.5
3528,-1,X916.6_6.8
30079,-1,X917.1_6.4
8192,174,X917.6_8.3
10855,174,X917.7_9.5
5798,142,X918.4_5.2
1678,142,X918.4_5.3
15016,-1,X919_5.1
11997,-1,X919.4_5.2
3561,-1,X919.6_8.6
24518,174,X919.7_7.7
22380,-1,X919.9_5.4
10874,-1,X919.9_7.4
16388,-1,X920.3_5.2
850,-1,X920.3_5.9
10570,236,X920.4_8.4
11113,-1,X920.6_8.6
7178,492,X921.5_5.3
8224,585,X921.5_7.6
9413,236,X921.7_8.6
14016,492,X921.8_5.2
10285,-1,X922.4_7.2
3390,58,X922.5_7.9
10091,58,X922.5_8.4
17962,-1,X923.2_8.6
11427,-1,X923.3_7.3
17240,58,X923.4_7.7
9031,-1,X923.8_3.5
7840,-1,X924.1_5
7476,-1,X924.8_4.7
800,-1,X924.9_4
15401,-1,X925.1_4.4
17527,-1,X925.1_5.3
15508,-1,X925.2_6.5
17613,130,X925.4_7.8
17988,-1,X925.9_6.6
9901,-1,X926.3_6.3
9991,130,X926.5_7.7
10571,-1,X926.8_6.5
22071,-1,X927_4.4
30786,-1,X927.6_4.7
20683,-1,X927.8_8.6
4358,121,X928.4_6.6
16637,-1,X928.5_7.4
3629,-1,X928.6_8.7
10833,-1,X928.7_4
15925,-1,X929.3_8.8
16812,-1,X930_7.3
1505,2667,X930.3_5.5
1605,2667,X930.4_5.2
1620,87,X930.4_8.7
4365,58,X930.5_6.9
18478,-1,X930.5_9
17337,-1,X930.6_4.3
14498,-1,X930.7_3.7
15557,-1,X930.8_3.4
14462,-1,X931.1_4.3
21327,-1,X931.5_3.4
5796,-1,X932.3_5.1
1464,-1,X932.6_5.1
23070,-1,X934.1_7.9
27962,-1,X934.4_6.4
19466,-1,X934.4_7.3
3230,-1,X934.4_7.7
3246,-1,X934.4_8
29783,-1,X934.4_8.7
26384,-1,X934.5_8.2
20886,1262,X934.7_8.4
10779,-1,X934.9_4.2
3378,-1,X935_4.6
951,674,X935.2_5.2
13667,-1,X935.2_6.5
30149,-1,X935.2_7.3
11107,-1,X935.5_4.4
13477,-1,X935.8_5.6
4817,152,X936.4_5.2
23937,-1,X936.7_8.8
3201,-1,X936.8_5.5
3258,152,X937.2_5.2
10096,-1,X937.3_6.9
11151,-1,X937.5_9
13085,-1,X938.1_7.3
11183,-1,X938.8_6.4
945,-1,X938.9_8
17488,213,X939_8.1
2909,410,X939.4_8
10277,-1,X939.6_7.9
3879,202,X939.6_8.5
10886,585,X939.6_8.7
4829,-1,X939.8_4.3
12629,585,X939.8_8.1
4244,-1,X939.9_5
30317,585,X939.9_8.4
7382,-1,X940.7_6.2
7350,62,X940.7_7.2
1534,-1,X940.7_8.5
17678,-1,X941.1_6.2
19442,-1,X941.6_6.6
14947,585,X941.7_8.7
4762,-1,X942.3_6.1
11108,58,X942.6_7.6
9853,493,X942.7_5.6
891,-1,X942.7_6.1
18221,-1,X942.7_7.1
3460,-1,X943.2_6.1
15713,-1,X943.9_6.1
8820,-1,X944.5_6.8
11106,58,X944.5_7.2
15158,385,X944.5_8.1
10773,1687,X945.6_8.9
4842,-1,X945.8_6.8
17469,-1,X946.1_4.4
4549,-1,X946.9_3.4
1107,674,X947_5.6
6806,-1,X947.2_6.8
30157,674,X947.3_5.2
1720,-1,X947.4_6.5
1732,-1,X947.6_5.4
18079,-1,X947.6_7.7
10686,-1,X947.9_3.4
10614,-1,X948.7_4.4
12402,-1,X949.2_4.2
18738,674,X949.3_5.2
19714,-1,X951_5.4
6410,1262,X951.5_8.6
20197,-1,X952.3_7.2
12514,-1,X952.9_3.9
22857,-1,X953_5.3
3250,-1,X953.3_6.8
10182,-1,X954.4_6.5
24720,-1,X954.5_4.1
11593,-1,X954.6_7
18318,-1,X954.8_4
3901,-1,X955_6
2726,-1,X955.1_5.6
4958,-1,X955.3_6.5
19284,-1,X955.4_4
14571,-1,X955.4_6.8
18728,-1,X957.5_6.5
8210,-1,X957.6_5.8
7967,-1,X958_4
13805,-1,X958.3_5.8
14643,-1,X959.1_6.7
5353,-1,X959.8_3.9
10362,58,X960.6_6.4
24351,405,X960.6_6.6
6759,-1,X961.8_6.6
873,-1,X962.1_5.4
9894,-1,X962.4_6
20761,-1,X963.1_6.6
23383,674,X963.4_4.9
24459,-1,X963.6_6.4
1213,-1,X964.1_6.4
9958,-1,X964.5_5.8
23565,-1,X964.5_8.7
10682,-1,X964.6_8
9976,-1,X964.8_7.3
8460,-1,X965.1_5.8
15809,674,X965.3_4.7
15792,674,X965.4_4.5
11894,-1,X965.4_4.9
18148,25,X965.4_7.4
14723,-1,X966.3_6.5
10177,-1,X966.7_8.1
6181,-1,X967_6.5
3481,-1,X967_7.3
4513,-1,X967.6_7.2
29255,-1,X967.6_9.5
5114,405,X967.8_6.5
4569,363,X967.9_6
17357,83,X968_5.3
3694,405,X968_6.8
19680,-1,X969.1_7.1
8362,-1,X969.4_5
8684,-1,X970.1_6.8
7355,-1,X970.9_6.1
3486,-1,X971.1_5.7
20844,-1,X971.5_6
20835,807,X972.1_4.9
9862,-1,X972.3_5.6
20745,-1,X972.4_6.5
6724,-1,X972.7_5.7
11496,-1,X973.2_4.7
3056,-1,X973.2_5.7
3115,-1,X973.2_6.7
5249,-1,X973.9_5.7
21569,1250,X974_6.4
5276,-1,X974_6.7
15827,-1,X974.5_6.8
11397,-1,X974.9_8.5
15759,-1,X975_5
10020,363,X975.3_5.8
13297,363,X975.3_6.7
7064,-1,X975.6_6.1
7105,-1,X975.7_6.4
14620,-1,X976.2_3.8
7039,-1,X976.2_6
22339,-1,X976.2_8.2
19445,2140,X976.5_6.2
3019,-1,X976.6_5.2
3001,410,X977.3_5.2
28054,-1,X977.4_6.6
5269,363,X977.6_6.1
20043,-1,X978.8_6.2
1139,-1,X978.9_6.6
9004,-1,X979_4.7
23970,-1,X979.6_4.9
23630,-1,X980.1_4.8
9854,493,X980.3_5.8
20017,-1,X980.3_6.3
1380,1336,X980.5_8.5
13373,-1,X981_3.4
1756,363,X981.3_6
23760,363,X981.4_6.5
22106,439,X981.7_8.1
4914,-1,X981.9_6.1
14598,-1,X982.8_5.4
24055,363,X983.1_6.1
5335,-1,X983.4_6.9
5004,-1,X983.5_6
1573,-1,X983.6_6.3
5009,-1,X983.9_6.6
9994,-1,X984.6_6
13472,-1,X984.7_5
17714,-1,X985.1_4.8
19591,-1,X985.1_6.1
6901,405,X985.5_6.6
7179,-1,X986.1_5.3
11580,807,X986.2_5
1597,-1,X986.7_4.9
10053,-1,X986.9_4.4
13760,405,X986.9_6.6
13684,-1,X987_5.7
15791,-1,X987.1_5
17905,-1,X987.4_6.7
1160,30,X987.4_8.4
14061,-1,X988.8_4.9
26503,363,X990.1_5.9
5180,363,X990.3_5.6
2842,-1,X990.6_6
2782,-1,X990.6_6.2
20094,-1,X990.9_5.1
830,-1,X991.2_6.2
2872,-1,X992_6.1
4926,-1,X992.2_6.6
18751,2140,X992.5_6
3541,2140,X992.6_5.7
11529,-1,X993.6_8.7
5033,-1,X993.7_6.3
8700,-1,X993.8_4
21667,806,X994.4_5.1
11133,-1,X994.6_5.7
10288,-1,X994.6_6.3
11605,806,X994.7_5
12723,-1,X996.9_5.3
9818,-1,X997.8_5.9
4965,-1,X998.3_6
6001,-1,X998.7_8.1
23789,-1,X998.8_6.2
17844,-1,X999_5.9
5121,-1,X999.6_6
18403,62,X999.6_8.9
